invoice_id,company_id,company_name,client_id,related_freelancer_id,related_job_id,amount_due,currency,invoice_created_at,due_date,payment_expected_date,status,days_overdue,communication_history,last_communication_at,invoice_tags,created_at,updated_at
INV-2025-1010,company_013,UrbanHive Digital,user_009,user_006,job_4e90bad5,58361,INR,2025-10-24T06:39:51.963954+00:00,2025-11-11,2025-11-16,OVERDUE,15,"[{""ts"": ""2025-10-24T06:39:51.963954+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent invoice INV-2025-1010 to UrbanHive Digital."", ""type"": ""initial""}, {""ts"": ""2025-10-31T06:39:51.963954+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""whatsapp"", ""message"": ""Sent invoice via email along with a WhatsApp message confirming the invoice details and payment instructions. Client acknowledged receipt and an offer to clarify any discrepancies. Client replied acknowledging receipt."", ""type"": ""reminder""}, {""ts"": ""2025-11-08T06:39:51.963954+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Follow-up WhatsApp message sent reminding client of overdue invoice. Firmly requested immediate settlement. Client responded with assurance of payment."", ""type"": ""firm""}]",2025-11-08T06:39:51.963954+00:00,,2025-10-24T06:39:51.963954+00:00,2025-11-26T06:39:51.964952+00:00
INV-2025-1011,company_008,PixelForge Interactive,user_019,user_002,job_7e68a349,132306,INR,2025-09-22T06:39:51.964952+00:00,2025-10-26,2025-10-31,PAID,31,"[{""ts"": ""2025-09-22T06:39:51.964952+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent invoice INV-2025-1011 to PixelForge Interactive."", ""type"": ""initial""}, {""ts"": ""2025-09-29T06:39:51.964952+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""whatsapp"", ""message"": ""Email sent with invoice details, including line items and total charges. Followed up with a polite reminder, confirming receipt. Client responded courteously, indicating they would initiate payment soon."", ""type"": ""reminder""}, {""ts"": ""2025-10-07T06:39:51.964952+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Follow-up message via WhatsApp stressing urgency of overdue payment. Firmly requested settlement and confirmed client awareness. Client responded indicating payment will be made."", ""type"": ""firm""}, {""ts"": ""2025-10-22T06:39:51.964952+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Escalated client’s overdue invoice to legal department. Legal counsel instructed to send notice to client detailing unpaid invoice and communication history. Legal action recommended if payment not received within 7 days, further legal action if not settled promptly. Legal team updated."", ""type"": ""legal""}]",2025-10-22T06:39:51.964952+00:00,,2025-09-22T06:39:51.964952+00:00,2025-11-26T06:39:51.964952+00:00
INV-2025-1012,company_037,OmniLayer Interactive,user_001,user_047,job_e859cc69,45575,INR,2025-10-31T06:39:51.964952+00:00,2025-12-13,2025-12-18,PARTIAL,0,"[{""ts"": ""2025-10-31T06:39:51.964952+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent invoice INV-2025-1012 to OmniLayer Interactive."", ""type"": ""initial""}]",2025-10-31T06:39:51.964952+00:00,,2025-10-31T06:39:51.964952+00:00,2025-11-26T06:39:51.964952+00:00
INV-2025-1013,company_040,SolaraTech Digital,user_007,user_024,job_fa2e8f8f,107487,INR,2025-09-02T06:39:51.964952+00:00,2025-09-09,2025-09-14,PAID,78,"[{""ts"": ""2025-09-02T06:39:51.964952+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent invoice INV-2025-1013 to SolaraTech Digital."", ""type"": ""initial""}, {""ts"": ""2025-09-09T06:39:51.964952+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""whatsapp"", ""message"": ""Shared invoice through email. A polite reminder was sent emphasizing the due amount and dates. Offered to assist if needed. Client replied positively."", ""type"": ""reminder""}, {""ts"": ""2025-09-17T06:39:51.964952+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Follow-up WhatsApp message regarding overdue invoice. Reiterated urgency and previous reminders. Client indicated payment will be expedited."", ""type"": ""firm""}, {""ts"": ""2025-10-02T06:39:51.964952+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Drafted legal notice to client."", ""type"": ""legal""}]",2025-10-02T06:39:51.964952+00:00,milestone,2025-09-02T06:39:51.964952+00:00,2025-11-26T06:39:51.965952+00:00
INV-2025-1014,company_029,MetaCore Dynamics,user_044,user_009,job_cc34dd4b,147141,INR,2025-09-24T06:39:51.965952+00:00,2025-11-03,2025-11-08,OVERDUE,23,"[{""ts"": ""2025-09-24T06:39:51.965952+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent invoice INV-2025-1014 to MetaCore Dynamics."", ""type"": ""initial""}, {""ts"": ""2025-10-01T06:39:51.965952+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""whatsapp"", ""message"": ""Client confirmed they had received and understood. Emphasized due date and offered support for any clarifications. Client confirmed they had received and understood invoice. Client confirmed."", ""type"": ""reminder""}, {""ts"": ""2025-10-09T06:39:51.965952+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Called client to discuss overdue invoice. Requested confirmation of transfer date."", ""type"": ""firm""}, {""ts"": ""2025-10-24T06:39:51.965952+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent final demand letter outlining overdue invoice, highlighting prior reminders and contractual obligations. Legal team instructed to send formal notice and send formal notice to client."", ""type"": ""legal""}]",2025-10-24T06:39:51.965952+00:00,,2025-09-24T06:39:51.965952+00:00,2025-11-26T06:39:51.965952+00:00
INV-2025-1015,company_003,DesignStudio X,user_014,user_003,job_48e80ed8,159081,INR,2025-08-04T06:39:51.965952+00:00,2025-09-01,2025-09-06,OVERDUE,86,"[{""ts"": ""2025-08-04T06:39:51.965952+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent invoice INV-2025-1015 to DesignStudio X."", ""type"": ""initial""}, {""ts"": ""2025-08-11T06:39:51.965952+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""whatsapp"", ""message"": ""Shared invoice via email, highlighting key deliverables. Polite follow-up email sent to ensure the payment schedule is on track."", ""type"": ""reminder""}, {""ts"": ""2025-08-19T06:39:51.965952+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Follow-up email sent regarding overdue payment. Firmly requested settlement and confirmed client receipt. Client was informed that failure to comply could affect future collaboration. Client acknowledged and promised action."", ""type"": ""firm""}, {""ts"": ""2025-09-03T06:39:51.965952+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent final demand letter to client for overdue invoice. Outlined consequences of delay. Client notified of immediate action required and timeline for compliance. Copies archived for legal record."", ""type"": ""legal""}]",2025-09-03T06:39:51.965952+00:00,,2025-08-04T06:39:51.965952+00:00,2025-11-26T06:39:51.967047+00:00
INV-2025-1016,company_012,CipherGrid Analytics,user_030,user_047,job_cdb80ceb,159414,INR,2025-10-07T06:39:51.967047+00:00,2025-10-16,2025-10-21,OVERDUE,41,"[{""ts"": ""2025-10-07T06:39:51.967047+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent invoice INV-2025-1016 to CipherGrid Analytics."", ""type"": ""initial""}, {""ts"": ""2025-10-14T06:39:51.967047+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""whatsapp"", ""message"": ""Sent invoice via email and received confirmation from the client reminding them of the invoice was received and understood. Provided a polite reminder was sent via WhatsApp highlighting the payment schedule is on track."", ""type"": ""reminder""}, {""ts"": ""2025-10-22T06:39:51.967047+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent formal email highlighting overdue invoice. Firmly requested settlement and emphasized importance of maintaining contractual obligations. Client promised prompt processing."", ""type"": ""firm""}, {""ts"": ""2025-11-06T06:39:51.967047+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Escalated overdue invoice to legal department. Provided full communication and invoice details provided. Legal team kept on record."", ""type"": ""legal""}]",2025-11-06T06:39:51.967047+00:00,,2025-10-07T06:39:51.967047+00:00,2025-11-26T06:39:51.967592+00:00
INV-2025-1017,company_027,BoldBridge Software,user_018,user_039,job_d5c610d7,138944,INR,2025-08-03T06:39:51.967592+00:00,2025-08-16,2025-08-21,OVERDUE,102,"[{""ts"": ""2025-08-03T06:39:51.967592+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent invoice INV-2025-1017 to BoldBridge Software."", ""type"": ""initial""}, {""ts"": ""2025-08-10T06:39:51.967592+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""whatsapp"", ""message"": ""Shared invoice via email and sent friendly note thanking the client for collaboration. Polite follow-up message sent for confirmation. Client replied courteously and promised payment by deadline."", ""type"": ""reminder""}, {""ts"": ""2025-08-18T06:39:51.967592+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent firm email reminding client of overdue invoice. Firmly requested action and confirmed understanding."", ""type"": ""firm""}, {""ts"": ""2025-09-02T06:39:51.967592+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent final demand letter outlining overdue payment, prior communications, and contractual obligations. Client notified. Legal team kept on record."", ""type"": ""legal""}]",2025-09-02T06:39:51.967592+00:00,,2025-08-03T06:39:51.967592+00:00,2025-11-26T06:39:51.967592+00:00
INV-2025-1018,company_040,SolaraTech Digital,user_027,user_044,job_d8c82b2c,177602,INR,2025-08-12T06:39:51.967592+00:00,2025-09-04,2025-09-09,PAID,83,"[{""ts"": ""2025-08-12T06:39:51.967592+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent invoice INV-2025-1018 to SolaraTech Digital."", ""type"": ""initial""}, {""ts"": ""2025-08-19T06:39:51.967592+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""whatsapp"", ""message"": ""Sent invoice via email with clear descriptions of services. Followed up through WhatsApp politely, confirming receipt and expressed willingness to assist if needed. Client replied courteously and promised to process within the week."", ""type"": ""reminder""}, {""ts"": ""2025-08-27T06:39:51.967592+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Called client regarding overdue invoice. Firmly requested settlement and warned of potential escalation if not resolved. Client acknowledged and promised processing."", ""type"": ""firm""}, {""ts"": ""2025-09-11T06:39:51.967592+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Drafted legal notice detailing overdue invoice, previous reminders, and contractual obligations. Legal team copied for record."", ""type"": ""legal""}]",2025-09-11T06:39:51.967592+00:00,,2025-08-12T06:39:51.967592+00:00,2025-11-26T06:39:51.967592+00:00
INV-2025-1019,company_019,MatrixEdge Pvt Ltd,user_021,user_041,job_489cca6b,24953,INR,2025-09-23T06:39:51.967592+00:00,2025-10-14,2025-10-19,OVERDUE,43,"[{""ts"": ""2025-09-23T06:39:51.967592+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent invoice INV-2025-1019 to MatrixEdge Pvt Ltd."", ""type"": ""initial""}, {""ts"": ""2025-09-30T06:39:51.967592+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""whatsapp"", ""message"": ""Attached invoice to email, summarizing all tasks completed and charges applied. Followed up politely confirming receipt of invoice. Included a brief summary of charges and highlighting the payment timeline. The client responded positively, confirming everything was clear."", ""type"": ""reminder""}, {""ts"": ""2025-10-08T06:39:51.967592+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Follow-up WhatsApp message regarding overdue invoice. Emphasized immediate action and confirmed client receipt. Client indicated payment would be transferred. Client responded, confirming awareness and intention to pay."", ""type"": ""firm""}, {""ts"": ""2025-10-23T06:39:51.967592+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Drafted legal notice regarding overdue invoice, previous reminders, and contractual obligations. Legal team kept on record."", ""type"": ""legal""}]",2025-10-23T06:39:51.967592+00:00,,2025-09-23T06:39:51.967592+00:00,2025-11-26T06:39:51.967592+00:00
INV-2025-1020,company_007,Remote DAO,user_009,user_042,job_a8a4395a,98187,INR,2025-09-07T06:39:51.967592+00:00,2025-09-26,2025-10-01,OVERDUE,61,"[{""ts"": ""2025-09-07T06:39:51.967592+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent invoice INV-2025-1020 to Remote DAO."", ""type"": ""initial""}, {""ts"": ""2025-09-14T06:39:51.967592+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""whatsapp"", ""message"": ""Email with invoice details and due date. Client acknowledged receipt and understanding. Client responded positively."", ""type"": ""reminder""}, {""ts"": ""2025-09-22T06:39:51.967592+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Follow-up message via WhatsApp stressing urgency of overdue invoice. Emphasized immediate action is required to maintain business relationship and workflow continuity. Client responded acknowledging urgency."", ""type"": ""firm""}, {""ts"": ""2025-10-07T06:39:51.967592+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Escalated overdue invoice to legal team with full documentation of invoice history and reminders. Legal escalation outlined if payment is not made."", ""type"": ""legal""}]",2025-10-07T06:39:51.967592+00:00,milestone,2025-09-07T06:39:51.967592+00:00,2025-11-26T06:39:51.969677+00:00
INV-2025-1021,company_018,StellarPeak Studios,user_045,user_011,job_0f9d93d2,114740,INR,2025-10-13T06:39:51.969677+00:00,2025-11-04,2025-11-09,OVERDUE,22,"[{""ts"": ""2025-10-13T06:39:51.969677+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent invoice INV-2025-1021 to StellarPeak Studios."", ""type"": ""initial""}, {""ts"": ""2025-10-20T06:39:51.969677+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""whatsapp"", ""message"": ""Sent a friendly email with a polite WhatsApp message confirming client received it. Client responded positively."", ""type"": ""reminder""}, {""ts"": ""2025-10-28T06:39:51.969677+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Called client to discuss the overdue duration and consequences. Client responded indicating imminent payment."", ""type"": ""firm""}, {""ts"": ""2025-11-12T06:39:51.969677+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Escalated overdue invoice to legal department. Legal counsel instructed to draft formal notice and send formal notice to client. Urgency emphasized."", ""type"": ""legal""}]",2025-11-12T06:39:51.969677+00:00,,2025-10-13T06:39:51.969677+00:00,2025-11-26T06:39:51.969677+00:00
INV-2025-1022,company_017,QuantumVerse Labs,user_048,user_005,job_63a8176d,57301,INR,2025-09-28T06:39:51.969677+00:00,2025-10-26,2025-10-31,OVERDUE,31,"[{""ts"": ""2025-09-28T06:39:51.969677+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent invoice INV-2025-1022 to QuantumVerse Labs."", ""type"": ""initial""}, {""ts"": ""2025-10-05T06:39:51.969677+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""whatsapp"", ""message"": ""Sent email invoice with detailed breakdown of charges. Followed up through WhatsApp to confirm receipt and appreciation."", ""type"": ""reminder""}, {""ts"": ""2025-10-13T06:39:51.969677+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent email stressing overdue status of invoice. Requested immediate action and noted urgency. Client acknowledged and committed to payment."", ""type"": ""firm""}, {""ts"": ""2025-10-28T06:39:51.969677+00:00"", ""from"": ""freelancer"", ""to"": ""client"", ""channel"": ""email"", ""message"": ""Sent final demand letter outlining overdue invoice, detailing outstanding amount, prior communications, and contractual obligations. Notified client that legal action will be pursued if payment is not received."", ""type"": ""legal""}]",2025-10-28T06:39:51.969677+00:00,milestone,2025-09-28T06:39:51.969677+00:00,2025-11-26T06:39:51.970449+00:00
